ts,symbol,interval,open,high,low,close,volume,start_ms,start_iso,ema_5,ema_12,ema_21,rsi,bb_mid,bb_up,bb_low,bb_width,vwap,vwap_dist_pct,vwap_score,vwap_status,bb_status,bb_score,ema_dist_pct,ema_score,ema_status,ema_pair_abs_diff_12_21,ema_pair_spread_pct_12_21,ema_pair_score_12_21,ema_pair_status_12_21,ema_dist_pct_21,ema_score_21,ema_status_21,ema_pair_abs_diff,ema_pair_spread_pct,ema_pair_score,ema_pair_status,candle_pattern,time_open,time_close,total_bids_last,total_asks_last,total_bids_peak,total_asks_peak,bid_notional_last,ask_notional_last,best_bid_price,best_ask_price,mid_price,spread_abs,spread_bps,bid_ask_ratio_last,liq_imbalance_last,top_bids_last,top_asks_last,top_bids_peak,top_asks_peak,top_bids_last_qty_sum,top_asks_last_qty_sum,top_bids_last_notional,top_asks_last_notional,depth_bids_last_10bps,depth_asks_last_10bps,depth_bids_last_25bps,depth_asks_last_25bps,depth_bids_last_50bps,depth_asks_last_50bps,updates_count,levels_changed_bid,levels_changed_ask,time,th_buy_vol_total,th_sell_vol_total,th_total_vol,th_buy_trades_count,th_sell_trades_count,th_trades_count_total,th_open,th_high,th_low,th_close,th_range,th_body,th_body_ratio,th_direction,th_close_pos_in_range,th_buy_wall_pct,th_buy_wall_avg_size,th_buy_wall_min_size,th_sell_wall_pct,th_sell_wall_avg_size,th_sell_wall_min_size,th_buy_near_high_pct,th_sell_near_low_pct,th_buy_top_price_avg,th_sell_low_price_avg,th_delta_vol,th_delta_ratio,th_count_imbalance,th_duration_sec,th_trades_per_sec,th_max_gap_ms,th_vwap_trades,th_no_trades_flag,th_side_inferred_flag,th_partial_first_flag,vd_buy_vol,vd_sell_vol,vd_buy_count,vd_sell_count,vd_total_count,vd_notional_buy,vd_notional_sell,vd_avg_trade_size,vd_vwap_trades,vd_large_trades_count,vd_large_trades_vol,vd_total_vol,vd_delta_vol,vd_delta_notional,vd_buy_ratio,vd_sell_ratio,vd_delta_ratio,vd_aggressor_imbalance,vd_vol_sma,vd_vd_over_sma,vd_score,vd_status,vd_no_trades_flag,vd_side_inferred_flag,close_t+30s,dpp_30s,long_profitable_30s,short_profitable_30s,close_t+60s,dpp_60s,long_profitable_60s,short_profitable_60s,close_t+90s,dpp_90s,long_profitable_90s,short_profitable_90s,close_t+120s,dpp_120s,long_profitable_120s,short_profitable_120s,filled_at_30s,filled_at_60s,filled_at_90s,filled_at_120s,friction_pct_used
2025-09-06 16:45:00+00:00,BTCUSDT,30s,110176.6,110176.6,110176.5,110176.5,0.555,1757177070000,2025-09-06T16:44:30+00:00,110176.5,110176.5,110176.5,50.0,,,,,110176.53333333333,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,RED,1757177095.2707763,1757177100.1312895,10.819,12.762,13.671000000000001,16.879,1191929.2103,1406135.4317,110176.5,110176.6,110176.55,0.10000000000582077,0.009076341563229267,0.8477511361855509,-0.08239684491751831,"[array([1.101765e+05, 4.247000e+00]) array([1.101632e+05, 1.429000e+00])
 array([1.101639e+05, 6.370000e-01])]","[array([1.101766e+05, 4.206000e+00]) array([1.101817e+05, 2.308000e+00])
 array([1.101843e+05, 1.736000e+00])]","[array([1.101765e+05, 5.448000e+00]) array([1.101632e+05, 1.431000e+00])
 array([1.101639e+05, 6.370000e-01])]","[array([1.101766e+05, 5.369000e+00]) array([1.101817e+05, 3.080000e+00])
 array([1.101843e+05, 1.736000e+00])]",6.313,8.25,695517.2126,908982.088,10.819,12.762,10.819,12.762,10.819,12.762,84,100,121,2025-09-06 16:44:30+00:00,0.554,0.001,0.555,6,1,7,110176.6,110176.6,110176.5,110176.5,0.10000000000582077,0.10000000000582077,0.9999999900000001,-1,0.0,45.84837536850473,0.254,0.254,99.99990000010001,0.001,0.001,99.99999981949459,99.99990000010001,110176.6,110176.5,0.553,0.9963963946010876,0.7142857141836735,2.255,3.1042128603104215,985.0,110176.59962130342,0,0,0,0.554,0.001,6,1,7,61037.8364,110.1765,0.07928571428571428,110176.5998196213,1,0.254,0.555,0.553,60927.6599,0.9981981963996429,0.001801801798555312,0.9963963946010876,0.7142857141836735,0.555,0.9963963946010876,99,VD_STRONG_BUY,0,0,,,,,,,,,,,,,,,,,,,,,0.07
2025-09-06 17:41:30+00:00,BTCUSDT,30s,50000.0,50000.9,50000.0,50000.9,0.09000000000000002,1757180460000,2025-09-06T17:41:00+00:00,50000.9,50000.9,50000.9,50.0,,,,,50000.6,0.0,100.0,VWAP < CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180469.539171,1757180469.6141102,14.5,13.5,14.5,13.5,724989.9,675011.3999999999,50000.0,50000.2,50000.1,0.19999999999708962,0.03999991999957793,1.0740740740740742,0.03571428571428571,"[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]","[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]",3.0,3.0,149999.4,150001.19999999998,14.5,13.5,14.5,13.5,14.5,13.5,12,7,7,2025-09-06 17:41:00+00:00,0.045,0.045000000000000005,0.09,15,15,30,50000.0,50000.9,50000.0,50000.9,0.9000000000014552,0.9000000000014552,0.9999999988888889,1,0.9999999988888889,11.111110864197538,0.005,0.005,11.111110864197535,0.005,0.005,99.99999777777782,99.99999777777782,50000.8,50000.1,-6.938893903907228e-18,-7.70988202978712e-17,0.0,20.3,1.477832512315271,700.0,50000.51611110537,0,0,0,0.045,0.045000000000000005,15,15,30,2250.021,2250.0254999999997,0.003,50000.51666611109,6,0.030000000000000002,0.09,-6.938893903907228e-18,-0.004499999999552529,0.4999999944444445,0.4999999944444446,-7.70988202978712e-17,0.0,0.09,-7.70988202978712e-17,50,VD_NEUTRAL,0,0,50000.2,-0.0013999748004623227,False,False,50000.4,-0.0009999820003239943,False,False,,,,,,,,,2025-09-06 17:42:00+00:00,2025-09-06 17:42:30+00:00,,,0.07
2025-09-06 17:42:00+00:00,BTCUSDT,30s,50000.0,50000.9,50000.0,50000.2,0.126,1757180490000,2025-09-06T17:41:30+00:00,50000.2,50000.2,50000.2,50.0,,,,,50000.36666666666,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,SHOOTING_STAR,1757180469.6141112,1757180469.659862,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:41:30+00:00,0.064,0.062000000000000006,0.126,22,21,43,50000.0,50000.9,50000.0,50000.2,0.9000000000014552,0.19999999999708962,0.2222222219717156,1,0.2222222219717156,7.812499877929689,0.005,0.005,8.064515998959418,0.005,0.005,99.99999843750003,99.9999983870968,50000.8,50000.1,0.001999999999999995,0.015873015747039518,0.02325581395294754,29.4,1.4625850340136055,700.0,50000.49801586907,0,0,0,0.064,0.062000000000000006,22,21,43,3200.0286,3100.0342000000005,0.002930232558139535,50000.49841230158,8,0.04,0.126,0.001999999999999995,99.99439999999959,0.5079365039052659,0.4920634881582263,0.015873015747039518,0.02325581395294754,0.126,0.015873015747039518,51,VD_NEUTRAL,0,0,50000.4,0.0003999984000151311,False,False,,,,,,,,,,,,,2025-09-06 17:42:30+00:00,,,,0.07
2025-09-06 17:42:30+00:00,BTCUSDT,30s,50000.3,50000.9,50000.0,50000.4,0.129,1757180520000,2025-09-06T17:42:00+00:00,50000.4,50000.4,50000.4,50.0,,,,,50000.43333333333,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180469.6598628,1757180469.7080517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:42:00+00:00,0.06500000000000002,0.064,0.129,21,21,42,50000.3,50000.9,50000.0,50000.4,0.9000000000014552,0.09999999999854481,0.1111111109858578,1,0.44444444395151556,7.692307573964498,0.005,0.005,7.812499877929689,0.005,0.005,99.99999846153848,99.99999843750003,50000.8,50000.1,0.0010000000000000148,0.007751937924403696,0.0,28.7,1.4634146341463414,700.0,50000.50503875577,0,0,0,0.06500000000000002,0.064,21,21,42,3250.03,3200.0352000000003,0.0030714285714285713,50000.505425968986,9,0.045,0.129,0.0010000000000000148,49.99479999999994,0.5038759650862329,0.49612402716182924,0.007751937924403696,0.0,0.129,0.007751937924403696,50,VD_NEUTRAL,0,0,,,,,,,,,,,,,,,,,,,,,0.07
2025-09-06 17:43:30+00:00,BTCUSDT,30s,50000.0,50000.9,50000.0,50000.7,0.08100000000000002,1757180580000,2025-09-06T17:43:00+00:00,50000.7,50000.7,50000.7,50.0,,,,,50000.533333333326,0.0,100.0,VWAP < CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180590.4737096,1757180590.5489523,14.5,13.5,14.5,13.5,724989.9,675011.3999999999,50000.0,50000.2,50000.1,0.19999999999708962,0.03999991999957793,1.0740740740740742,0.03571428571428571,"[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]","[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]",3.0,3.0,149999.4,150001.19999999998,14.5,13.5,14.5,13.5,14.5,13.5,12,7,7,2025-09-06 17:43:00+00:00,0.041,0.04000000000000001,0.08100000000000002,14,14,28,50000.0,50000.9,50000.0,50000.7,0.9000000000014552,0.6999999999970896,0.7777777769090889,1,0.7777777769090889,12.19512165377752,0.005,0.005,12.499999687500006,0.005,0.005,99.99999756097567,99.99999750000006,50000.8,50000.1,0.000999999999999994,0.012345678859929814,0.0,18.9,1.4814814814814816,700.0,50000.47839505581,0,0,0,0.041,0.04000000000000001,14,14,28,2050.0178,2000.0209999999997,0.0028928571428571428,50000.47901172838,5,0.025,0.08100000000000002,0.000999999999999994,49.99680000000035,0.5061728332571255,0.4938271543971956,0.012345678859929814,0.0,0.08100000000000002,0.012345678859929814,51,VD_NEUTRAL,0,0,50000.0,-0.0013999804002685756,False,False,50000.3,-0.0007999888001451566,False,False,,,,,,,,,2025-09-06 17:44:00+00:00,2025-09-06 17:44:30+00:00,,,0.07
2025-09-06 17:44:00+00:00,BTCUSDT,30s,50000.8,50000.9,50000.0,50000.0,0.13,1757180610000,2025-09-06T17:43:30+00:00,50000.0,50000.0,50000.0,50.0,,,,,50000.299999999996,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,RED,1757180590.548953,1757180590.6068997,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:43:30+00:00,0.065,0.06500000000000002,0.13,22,21,43,50000.8,50000.9,50000.0,50000.0,0.9000000000014552,0.8000000000029104,0.8888888879030311,-1,0.0,7.6923075739644995,0.005,0.005,7.692307573964498,0.005,0.005,99.99999846153848,99.99999846153848,50000.8,50000.1,-1.3877787807814457e-17,-1.0675221308509418e-16,0.02325581395294754,29.4,1.4625850340136055,700.0,50000.53576922665,0,0,0,0.065,0.06500000000000002,22,21,43,3250.0312000000004,3250.0385,0.0030232558139534887,50000.53615346153,9,0.045,0.13,-1.3877787807814457e-17,-0.007299999999759166,0.49999999615384616,0.49999999615384627,-1.0675221308509418e-16,0.02325581395294754,0.13,-1.0675221308509418e-16,50,VD_NEUTRAL,0,0,50000.3,0.0006000000000058207,False,False,,,,,,,,,,,,,2025-09-06 17:44:30+00:00,,,,0.07
2025-09-06 17:44:30+00:00,BTCUSDT,30s,50000.1,50000.9,50000.0,50000.3,0.129,1757180640000,2025-09-06T17:44:00+00:00,50000.3,50000.3,50000.3,50.0,,,,,50000.4,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180590.6069007,1757180590.6644866,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:44:00+00:00,0.063,0.066,0.129,21,22,43,50000.1,50000.9,50000.0,50000.3,0.9000000000014552,0.20000000000436557,0.2222222219798,1,0.33333333296565776,7.936507810531622,0.005,0.005,7.575757460973372,0.005,0.005,99.99999841269845,99.9999984848485,50000.8,50000.1,-0.0030000000000000027,-0.023255813773210766,-0.02325581395294754,29.4,1.4625850340136055,700.0,50000.49573643027,0,0,0,0.063,0.066,21,22,43,3150.0286,3300.0354000000007,0.003,50000.4961236434,8,0.04,0.129,-0.0030000000000000027,-150.00680000000057,0.48837208923742564,0.5116279030106364,-0.023255813773210766,-0.02325581395294754,0.129,-0.023255813773210766,49,VD_NEUTRAL,0,0,,,,,,,,,,,,,,,,,,,,,0.07
2025-09-06 17:45:30+00:00,BTCUSDT,30s,50000.0,50000.9,50000.0,50000.9,0.060000000000000005,1757180700000,2025-09-06T17:45:00+00:00,50000.9,50000.9,50000.9,50.0,,,,,50000.6,0.0,100.0,VWAP < CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180716.6383011,1757180716.7146416,14.5,13.5,14.5,13.5,724989.9,675011.3999999999,50000.0,50000.2,50000.1,0.19999999999708962,0.03999991999957793,1.0740740740740742,0.03571428571428571,"[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]","[array([5.e+04, 1.e+00]) array([4.99995e+04, 1.00000e+00])
 array([4.99999e+04, 1.00000e+00])]","[array([5.00002e+04, 1.00000e+00]) array([5.00007e+04, 1.00000e+00])
 array([5.00003e+04, 1.00000e+00])]",3.0,3.0,149999.4,150001.19999999998,14.5,13.5,14.5,13.5,14.5,13.5,12,7,7,2025-09-06 17:45:00+00:00,0.030000000000000002,0.03,0.06,10,10,20,50000.0,50000.9,50000.0,50000.9,0.9000000000014552,0.9000000000014552,0.9999999988888889,1,0.9999999988888889,16.666666111111127,0.005,0.005,16.66666611111113,0.005,0.005,99.99999666666677,99.99999666666677,50000.8,50000.1,3.469446951953614e-18,5.782411490215833e-17,0.0,13.3,1.5037593984962405,700.0,50000.51583332474,0,0,0,0.030000000000000002,0.03,10,10,20,1500.014,1500.0169999999998,0.003,50000.516665833326,4,0.02,0.06,3.469446951953614e-18,-0.0029999999999290594,0.49999999166666687,0.4999999916666668,5.782411490215833e-17,0.0,0.06,5.782411490215833e-17,50,VD_NEUTRAL,0,0,50000.1,-0.0015999712005242113,False,False,50000.4,-0.0009999820003239943,False,False,,,,,,,,,2025-09-06 17:46:00+00:00,2025-09-06 17:46:30+00:00,,,0.07
2025-09-06 17:46:00+00:00,BTCUSDT,30s,50000.0,50000.9,50000.0,50000.1,0.123,1757180730000,2025-09-06T17:45:30+00:00,50000.1,50000.1,50000.1,50.0,,,,,50000.333333333336,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,SHOOTING_STAR,1757180716.7146425,1757180716.8032484,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:45:30+00:00,0.061,0.062000000000000006,0.123,21,21,42,50000.0,50000.9,50000.0,50000.1,0.9000000000014552,0.09999999999854481,0.1111111109858578,1,0.1111111109858578,8.196721177102932,0.005,0.005,8.064515998959418,0.005,0.005,99.99999836065577,99.9999983870968,50000.8,50000.1,-0.0010000000000000078,-0.00813008123471485,0.0,28.7,1.4634146341463414,700.0,50000.505284548744,0,0,0,0.061,0.062000000000000006,21,21,42,3050.0280000000002,3100.0342000000005,0.0029285714285714284,50000.5056906504,8,0.04,0.123,-0.0010000000000000078,-50.00620000000026,0.495934955317602,0.5040650365523168,-0.00813008123471485,0.0,0.123,-0.00813008123471485,50,VD_NEUTRAL,0,0,50000.4,0.0005999988000082208,False,False,,,,,,,,,,,,,2025-09-06 17:46:30+00:00,,,,0.07
2025-09-06 17:46:30+00:00,BTCUSDT,30s,50000.2,50000.9,50000.0,50000.4,0.132,1757180760000,2025-09-06T17:46:00+00:00,50000.4,50000.4,50000.4,50.0,,,,,50000.43333333333,0.0,100.0,VWAP > CLOSE,CENTER,,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,0.0,100.0,EMA < CLOSE,0.0,0.0,0.0,FAST_ABOVE_SLOW,GREEN,1757180716.8032498,1757180716.8841684,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,[],[],[],[],0.0,0.0,0.0,0.0,,,,,,,0,0,0,2025-09-06 17:46:00+00:00,0.068,0.064,0.132,22,21,43,50000.2,50000.9,50000.0,50000.4,0.9000000000014552,0.20000000000436557,0.2222222219798,1,0.44444444395151556,7.352941068339101,0.005,0.005,7.812499877929689,0.005,0.005,99.99999852941178,99.99999843750003,50000.8,50000.1,0.0040000000000000036,0.03030303007346192,0.02325581395294754,29.4,1.4625850340136055,700.0,50000.49810605683,0,0,0,0.068,0.064,22,21,43,3400.0306,3200.0352000000003,0.0030697674418604655,50000.49848446969,9,0.045,0.132,0.0040000000000000036,199.9953999999998,0.5151515112488522,0.48484848117539026,0.03030303007346192,0.02325581395294754,0.132,0.03030303007346192,52,VD_NEUTRAL,0,0,,,,,,,,,,,,,,,,,,,,,0.07
